original,Date,Open,High,Low,Close,Adj Close,Volume
20170707,2017-07-07,20.3,20.6,20.15,20.2,18.9285,4883780
20170710,2017-07-10,20.2,20.3,19.7,19.7,18.4599,4280320
20170711,2017-07-11,19.7,19.75,19.05,19.7,18.4599,2406080
20170712,2017-07-12,19.7,19.7,19.3,19.3,18.0851,2218530
20170713,2017-07-13,19.3,19.65,19.25,19.55,18.3194,1427810
20170714,2017-07-14,19.7,19.7,19.3,19.3,18.0851,1615650
20170717,2017-07-17,19.45,19.5,18.85,18.9,17.7103,2508150
20170718,2017-07-18,18.85,19.1,18.7,18.95,17.7571,1988430
20170719,2017-07-19,19.15,19.25,19,19.05,17.8508,1785650
20170720,2017-07-20,19.25,19.6,19,19.6,18.3662,2885390
20170721,2017-07-21,19.7,19.8,19.25,19.25,18.0383,2846690
20170724,2017-07-24,19.2,19.5,18.95,19.4,18.1788,1521320
20170725,2017-07-25,19.4,20.5,19.4,20.5,19.2096,4854620
20170726,2017-07-26,20.4,20.9,20.35,20.6,19.3033,4938950
20170727,2017-07-27,20.6,20.85,20.4,20.7,19.397,3954610
20170728,2017-07-28,20.85,21.2,20.6,21,19.6781,5408060
20170731,2017-07-31,21.1,22.35,21.1,22.2,20.8026,6728350
20170801,2017-08-01,22,22.35,21.8,22.2,20.8026,3554410
20170802,2017-08-02,21.85,22.95,21.65,22.45,21.0368,6829100
20170803,2017-08-03,22.4,23,22.4,22.9,21.4585,4418090
20170804,2017-08-04,22.9,22.9,22.4,22.4,20.99,2565930
20170807,2017-08-07,22.2,22.55,22.2,22.5,21.0837,3107320
20170808,2017-08-08,22.6,22.7,22.4,22.6,21.1774,2963240
20170809,2017-08-09,22.1,22.1,20.4,20.4,19.7276,9682480
20170810,2017-08-10,20.2,20.8,19.4,20.3,19.6309,4450650
20170811,2017-08-11,20.2,20.4,19.8,20.3,19.6309,2439370
20170814,2017-08-14,20.3,20.8,20,20.8,20.1144,1736920
20170815,2017-08-15,20.75,20.8,20.3,20.3,19.6309,1784120
20170816,2017-08-16,20.3,20.4,19.8,20,19.3408,2001570
20170817,2017-08-17,20,20.15,19.1,19.2,18.5671,5639850
20170818,2017-08-18,19,20,18.8,19.75,19.099,2250620
20170821,2017-08-21,19.75,19.85,19.2,19.65,19.0023,1027780
20170822,2017-08-22,19.6,19.6,19.15,19.15,18.5188,1799420
20170823,2017-08-23,19.15,19.5,19.05,19.4,18.7605,1180060
20170824,2017-08-24,19.45,19.9,19.4,19.8,19.1474,2016560
20170825,2017-08-25,19.9,20.1,19.7,19.75,19.099,1774880
20170828,2017-08-28,19.75,19.9,19.55,19.65,19.0023,1189610
20170829,2017-08-29,19.65,19.9,19.6,19.65,19.0023,1636320
20170830,2017-08-30,19.7,19.7,19.35,19.35,18.7122,1728800
20170831,2017-08-31,19.4,20.7,19.35,20.7,20.0177,5421350
20170901,2017-09-01,21.1,21.6,20.75,21.05,20.3561,3772890
20170905,2017-09-05,21,21,20.6,20.95,20.2594,1769650
20170906,2017-09-06,20.7,20.9,20.45,20.6,19.921,2638220
20170907,2017-09-07,20.55,21.2,20.55,20.85,20.1627,2388710
20170908,2017-09-08,20.85,20.85,20.35,20.35,19.6792,2150240
20170911,2017-09-11,20.2,20.6,20,20.2,19.5342,1595410
20170912,2017-09-12,20.1,20.7,20.05,20.5,19.8243,1086660
20170913,2017-09-13,20.65,20.7,20.35,20.5,19.8243,865900
20170914,2017-09-14,20.35,20.85,20.3,20.65,19.9693,1630270
20170915,2017-09-15,20.65,20.65,20.35,20.4,19.7276,761660
20170918,2017-09-18,20.4,20.7,20.35,20.5,19.8243,1867500
20170919,2017-09-19,20.6,20.85,20.45,20.65,19.9693,1771760
20170920,2017-09-20,20.65,20.65,20.4,20.5,19.8243,1165030
20170921,2017-09-21,20.4,20.9,20.35,20.85,20.1627,3542580
20170922,2017-09-22,20.7,20.9,20.6,20.6,19.921,1539180
20170925,2017-09-25,20.6,20.65,20.3,20.4,19.7276,1296670
20170926,2017-09-26,20.4,20.6,20.35,20.4,19.7276,1400280
20170927,2017-09-27,20.4,20.5,20.2,20.2,19.5342,1270120
20170928,2017-09-28,20.2,20.4,19.65,19.65,19.0023,2620840
20170929,2017-09-29,19.65,19.85,19.6,19.6,18.9539,2047180
20171002,2017-10-02,19.6,20,19.6,19.7,19.0506,1316100
20171003,2017-10-03,19.8,20.2,19.7,19.85,19.1957,2747020
20171004,2017-10-04,19.9,20.2,19.85,20.05,19.3891,1798560
20171005,2017-10-05,20.2,20.25,19.85,19.9,19.2441,1259970
20171006,2017-10-06,19.85,20.2,19.8,19.95,19.2924,2512220
20171009,2017-10-09,20.2,20.3,20,20,19.3408,1931480
20171010,2017-10-10,20,20.2,19.95,20,19.3408,786110
20171011,2017-10-11,20.1,20.45,20.05,20.3,19.6309,2054250
20171012,2017-10-12,20.3,20.45,20.15,20.15,19.4858,1237240
20171013,2017-10-13,20.1,20.25,20.05,20.2,19.5342,720350
20171016,2017-10-16,20.2,20.45,20.2,20.35,19.6792,1723790
20171017,2017-10-17,20.4,21.5,20.4,21.5,20.7913,5851150
20171018,2017-10-18,21.5,21.7,21.3,21.4,20.6946,3877330
20171019,2017-10-19,21.2,21.35,20.8,21.25,20.5496,2221120
20171020,2017-10-20,21.1,21.45,21.1,21.4,20.6946,2795090
20171023,2017-10-23,21.2,21.45,20.8,20.9,20.2111,2104280
20171024,2017-10-24,20.65,20.9,20.6,20.75,20.066,991780
20171025,2017-10-25,20.7,21.3,20.7,21,20.3078,1419710
20171026,2017-10-26,20.9,21.2,20.3,20.7,20.0177,1949360
20171027,2017-10-27,20.7,21.2,20.55,21.2,20.5012,1525120
20171030,2017-10-30,21.2,22.3,21.2,21.85,21.1298,5516030
20171031,2017-10-31,21.8,22.15,21.5,21.85,21.1298,2860900
20171101,2017-11-01,21.85,22.45,21.85,22.4,21.6616,2540230
20171102,2017-11-02,22.4,22.55,21.5,21.9,21.1781,2240060
20171103,2017-11-03,21.8,22.4,21.5,22.4,21.6616,2000100
20171106,2017-11-06,22.4,22.85,22.25,22.85,22.0968,2248950
20171107,2017-11-07,22.7,23.05,22.6,22.85,22.0968,2397470
20171108,2017-11-08,22.85,23.8,22.7,23.8,23.0155,3162900
20171109,2017-11-09,23.8,23.9,23.4,23.5,22.7254,2328420
20171110,2017-11-10,23.3,24.2,23.3,23.6,22.8221,2655350
20171113,2017-11-13,23.65,23.95,23.6,23.95,23.1606,1456000
20171114,2017-11-14,23.95,24.4,23.5,24.3,23.499,1976900
20171115,2017-11-15,24.4,24.4,24,24.2,23.4023,1143070
20171116,2017-11-16,24.05,24.35,23.7,24.15,23.354,2383080
20171117,2017-11-17,24.2,24.3,23.5,24.05,23.2573,2518270
20171120,2017-11-20,23.8,24.15,23.65,24,23.2089,1424750
20171121,2017-11-21,24,24.5,24,24.05,23.2573,2397310
20171122,2017-11-22,24.05,25.7,24,25.7,24.8529,4041890
20171123,2017-11-23,26,26.5,25.3,25.3,24.4661,2648530
20171124,2017-11-24,25.3,25.55,25,25.3,24.4661,1762130
20171127,2017-11-27,25.3,25.55,25.1,25.2,24.3694,1300640
20171128,2017-11-28,25.2,25.4,24.55,25,24.1759,1735860
20171129,2017-11-29,24.9,25.6,24.9,25.6,24.7562,1644260
20171130,2017-11-30,26,26.3,25.5,25.65,24.8045,1539270
20171201,2017-12-01,25.6,25.65,25.4,25.5,24.6595,1313000
20171204,2017-12-04,25.7,26.2,25.5,25.5,24.6595,1010470
20171205,2017-12-05,25.7,25.7,24.9,24.9,24.0792,2429510
20171206,2017-12-06,24.7,24.9,24.5,24.85,24.0309,1856030
20171207,2017-12-07,25,25.15,24.55,25,24.1759,642950
20171208,2017-12-08,25.05,25.2,24.65,25,24.1759,853010
20171211,2017-12-11,23.9,24.8,23.9,24,23.2089,1236890
20171212,2017-12-12,24,24.4,22.35,24.1,23.3056,2619460
20171213,2017-12-13,24.1,24.2,23.65,23.9,23.1122,2017220
20171214,2017-12-14,23.8,24.5,23.25,24.45,23.6441,1472190
20171215,2017-12-15,24.2,24.45,23.85,24.3,23.499,642650
20171218,2017-12-18,24.3,24.5,24.2,24.35,23.5474,1023650
20171219,2017-12-19,24.35,24.7,24.1,24.1,23.3056,939300
20171220,2017-12-20,24.1,24.7,24.05,24.5,23.6924,873610
20171221,2017-12-21,24.5,24.8,24.2,24.2,23.4023,1312160
20171222,2017-12-22,23.9,24.2,23.5,23.85,23.0639,1931970
20171225,2017-12-25,24.2,24.3,23.7,23.8,23.0155,572480
20171226,2017-12-26,23.8,24.1,23.5,24.1,23.3056,1009560
20171227,2017-12-27,24.25,24.65,24.05,24.4,23.5957,1201510
20171228,2017-12-28,24.4,25.1,24.4,24.75,23.9342,1382650
20171229,2017-12-29,25.05,25.5,24.75,25.5,24.6595,2593290
20180102,2018-01-02,25.5,27,25.2,27,26.11,2903770
20180103,2018-01-03,27,27.05,26.5,26.8,25.9166,2458110
20180104,2018-01-04,26.8,27.7,26.55,27.55,26.6419,4424190
20180105,2018-01-05,27.5,27.55,26.95,27.4,26.4968,1908830
20180108,2018-01-08,27.7,28.2,27.4,27.85,26.932,2053870
20180109,2018-01-09,27.85,27.95,26,27.4,26.4968,4214750
20180110,2018-01-10,27.4,28.25,27.3,27.45,26.5452,2817750
20180111,2018-01-11,27.5,27.75,27.15,27.6,26.6902,1566970
20180112,2018-01-12,27.2,27.55,27.1,27.25,26.3518,2484840
20180115,2018-01-15,27.05,27.7,26.75,27.3,26.4001,1787190
20180116,2018-01-16,27.35,27.9,27.25,27.7,26.787,2368450
20180117,2018-01-17,27.7,28.1,27,27,26.11,2847680
20180118,2018-01-18,26.6,27.1,26.3,27.1,26.2067,1833010
20180119,2018-01-19,27.2,27.3,26.6,26.9,26.0133,3553540
20180122,2018-01-22,26.9,28.6,26.85,28.45,27.5122,5040120
20180125,2018-01-25,29.1,30.4,28.8,30.4,29.398,7986250
20180126,2018-01-26,32.5,32.5,31.5,32.5,31.4287,5677170
20180129,2018-01-29,33,34.75,33,34.6,33.4595,4395390
20180130,2018-01-30,32.85,36,32.85,36,34.8134,3283230
20180131,2018-01-31,37.2,37.25,34.2,34.2,33.0727,1755870
20180201,2018-02-01,34.5,34.55,32.9,33.7,32.5892,1894280
20180202,2018-02-02,33.3,34.3,33.1,33.7,32.5892,1771520
20180205,2018-02-05,33.2,33.4,31.35,31.35,30.3166,2790640
20180206,2018-02-06,29.2,30.8,29.2,29.2,28.2375,3316700
20180207,2018-02-07,31.2,31.2,30,31.2,30.1716,2058050
20180208,2018-02-08,31.2,32.8,31.2,32.2,31.1386,2043470
20180209,2018-02-09,30,33,29.95,32.3,31.2353,1800170
20180212,2018-02-12,33,34.55,32.5,34.55,33.4112,2363270
20180213,2018-02-13,36.4,36.5,35,35.4,34.2331,2458380
20180221,2018-02-21,36,37.85,35.6,37.4,36.1672,2137010
20180222,2018-02-22,37,38.6,36.75,36.8,35.587,2856780
20180223,2018-02-23,37,37.5,35.9,37.1,35.8771,3624350
20180226,2018-02-26,37.9,38.75,37.4,38.1,36.8441,3516600
20180227,2018-02-27,38.1,38.8,37.6,38.15,36.8925,2216610
20180228,2018-02-28,37.9,39.5,37.65,39,37.7145,4521850
20180301,2018-03-01,38.6,39.6,37.5,37.8,36.554,2634150
20180302,2018-03-02,37,38,36.9,37.8,36.554,2378830
20180305,2018-03-05,38.25,38.4,35.2,35.2,34.0397,2589100
20180306,2018-03-06,36,37.65,35.45,37.65,36.409,2525060
20180307,2018-03-07,38,38.1,36.9,37.5,36.2639,2053190
20180308,2018-03-08,37.5,38,37,37.2,35.9738,1132070
20180309,2018-03-09,37.5,38,37,37.25,36.0222,2263330
20180312,2018-03-12,38.7,39,38,38.6,37.3277,2014660
20180313,2018-03-13,38.6,39.2,38,39.2,37.9079,1980080
20180314,2018-03-14,39.8,39.8,38.9,39,37.7145,1996080
20180315,2018-03-15,39,41.7,38.7,41.7,40.3255,3528060
20180316,2018-03-16,42.3,43.5,41.8,42.8,41.3892,2628200
20180319,2018-03-19,43,43.1,41.2,41.7,40.3255,2366180
20180320,2018-03-20,41.2,43.1,41,42.5,41.0991,1866550
20180321,2018-03-21,43.5,43.8,42.6,43.5,42.0661,1606790
20180322,2018-03-22,43.5,44.5,43.25,44.3,42.8398,2525390
20180323,2018-03-23,43.5,43.6,41.4,42.35,40.9541,3661530
20180326,2018-03-26,42,44.9,42,44.9,43.42,1932890
20180327,2018-03-27,46,46.6,44.1,44.1,42.6464,2941390
20180328,2018-03-28,44,44.75,43.4,44.55,43.0815,1672540
20180329,2018-03-29,44.55,44.7,43.8,44,42.5497,896470
20180330,2018-03-30,43.8,43.95,42.65,43.4,41.9694,2211040
20180402,2018-04-02,43.8,45,42.95,45,43.5167,2610170
20180403,2018-04-03,45.3,45.8,44.7,45.1,43.6134,1340170
20180404,2018-04-04,45.1,45.45,44.8,44.8,43.3233,1511210
20180405,2018-04-05,44.8,44.8,43.75,44,42.5497,1744010
20180406,2018-04-06,44.2,44.7,43.8,44,42.5497,1469830
20180409,2018-04-09,44.3,45,43.4,44.4,42.9365,2724810
20180410,2018-04-10,44.9,46.4,44.8,45.5,44.0002,4181500
20180411,2018-04-11,46.8,46.8,44,44.5,43.0332,2384910
20180412,2018-04-12,44.3,45,43.6,44.4,42.9365,1816480
20180413,2018-04-13,44.5,44.8,41.7,42,40.6156,3369270
20180416,2018-04-16,41,42,40,40,38.6815,2207540
20180417,2018-04-17,40,41.9,39.7,41.9,40.5189,2516280
20180418,2018-04-18,42.7,42.7,40.2,40.2,38.8749,1196420
20180419,2018-04-19,40.2,40.4,37.8,38,36.7474,2755020
20180420,2018-04-20,38.5,39.55,37,39.45,38.1496,2415490
20180423,2018-04-23,39.8,40.65,36.7,36.7,35.4903,3210890
20180424,2018-04-24,37,38.5,35.9,38,36.7474,2503080
20180426,2018-04-26,37.8,38.5,35.5,36.5,35.2969,2207270
20180427,2018-04-27,36.4,38.1,36,36.1,34.9101,2026830
20180502,2018-05-02,36.7,36.9,33.6,33.6,32.4925,1868640
20180503,2018-05-03,32.2,34.9,31.25,33.7,32.5892,4169480
20180504,2018-05-04,34.1,34.5,32.5,32.5,31.4287,1599340
20180507,2018-05-07,32.95,34.75,31.7,34.75,33.6046,3558490
20180508,2018-05-08,34.75,36.95,34.4,35.5,34.3298,3013460
20180509,2018-05-09,35,36.25,34.5,35,33.8463,1843140
20180510,2018-05-10,34.4,35.6,32.55,32.7,31.6221,2834040
20180511,2018-05-11,32.7,34.2,31.5,34,32.8793,2116330
20180514,2018-05-14,34.6,34.7,33.7,34.3,33.1694,918220
20180515,2018-05-15,34.3,35,34,34.6,33.4595,2221560
20180516,2018-05-16,34.1,34.3,33.15,33.2,32.1057,1856760
20180517,2018-05-17,33.2,33.5,32.7,33,31.9123,1502680
20180518,2018-05-18,33,33.4,31,32.95,31.8639,2937450
20180521,2018-05-21,32.95,32.95,31.5,31.5,30.4617,2405890
20180522,2018-05-22,31,31.4,29.3,29.3,28.3342,3119620
20180523,2018-05-23,28.8,30.5,28.75,30.45,29.4463,1819230
20180524,2018-05-24,30.5,30.75,29.45,29.65,28.6727,1089040
20180525,2018-05-25,29.85,30.1,27.7,27.7,26.787,2161610
20180528,2018-05-28,27.1,27.2,25.8,25.8,24.9496,3902270
20180529,2018-05-29,26.5,27.6,25.8,27.6,26.6902,2874020
20180530,2018-05-30,28,28.5,27.35,27.6,26.6902,2144210
20180531,2018-05-31,27.3,29.4,27.3,29.25,28.2859,3412580
20180601,2018-06-01,29,30.7,28.8,29.7,28.721,3634920
20180604,2018-06-04,29,30.6,28.4,30.5,29.4947,4878280
20180605,2018-06-05,30.3,31.2,29.6,30.4,29.398,3066250
20180606,2018-06-06,30.45,31.8,29.8,31.8,30.7518,2532640
20180607,2018-06-07,31.8,32.2,31.2,31.2,30.1716,3704890
20180608,2018-06-08,31.2,31.7,30.8,31.5,30.4617,2683390
20180611,2018-06-11,31.1,31.95,31,31,29.9782,2320290
20180612,2018-06-12,30.3,30.5,28.85,29.6,28.6243,4314510
20180613,2018-06-13,29.6,30,29.15,29.65,28.6727,1672030
20180614,2018-06-14,29.7,29.9,28.3,28.3,27.3672,3869180
20180615,2018-06-15,28,29,27.8,29,28.0441,2262000
20180618,2018-06-18,29,29.05,27.2,27.3,26.4001,2873220
20180619,2018-06-19,26.8,27,25.4,26.8,25.9166,5460120
20180620,2018-06-20,27.1,28,26.65,28,27.0771,2364060
20180621,2018-06-21,27.6,28,26.6,26.8,25.9166,2073850
20180622,2018-06-22,26.05,27.65,26.05,27.5,26.5935,2281830
20180625,2018-06-25,28.05,28.65,27.9,28.2,27.2705,1937980
20180626,2018-06-26,27.5,28.1,27.3,27.8,26.8837,1283390
20180627,2018-06-27,27.8,28.2,26.8,26.8,25.9166,1931320
20180628,2018-06-28,26.4,26.8,25.8,25.9,25.0463,3833920
20180629,2018-06-29,26,26.7,25.7,26,25.143,2112720
20180702,2018-07-02,25.5,26,24.35,24.75,23.9342,3542250
20180703,2018-07-03,24.8,25.15,23.05,23.05,22.2902,4944960
20180704,2018-07-04,23.05,23.15,21.95,22.9,22.1452,4641640
20180705,2018-07-05,22.55,23.05,21.3,21.6,20.888,3044050
20180706,2018-07-06,21.4,23.1,20.85,23.1,22.3386,5061910
20180709,2018-07-09,23.6,24.4,23.25,23.3,22.532,5423120
20180710,2018-07-10,23.7,24.35,23.4,23.65,22.8704,3612750
20180711,2018-07-11,22.8,23,22,22.1,21.3715,5441810
20180712,2018-07-12,22.4,23.6,22.05,23,22.2419,2508790
20180713,2018-07-13,23.5,24,23.3,23.5,22.7254,3138160
20180716,2018-07-16,24,24.4,23.7,24.15,23.354,2912010
20180717,2018-07-17,23.6,25.15,23.6,24.9,24.0792,3991770
20180718,2018-07-18,25,26.2,24.9,26.15,25.288,4012340
20180719,2018-07-19,26,26.2,25.5,25.8,24.9496,3344910
20180720,2018-07-20,25.4,25.9,24.8,25.4,24.5628,4279270
20180723,2018-07-23,25.4,26.2,24.8,24.8,23.9825,3124370
20180724,2018-07-24,24.7,25.5,24,24.8,23.9825,2591310
20180725,2018-07-25,25,25.15,23.6,23.6,22.8221,2773760
20180726,2018-07-26,23.6,24.1,23.25,24.1,23.3056,2364560
20180727,2018-07-27,24.1,24.95,24,24.8,23.9825,2031060
20180730,2018-07-30,25.2,26.3,25,26.3,25.4331,3793610
20180731,2018-07-31,26.2,26.95,25.85,26.3,25.4331,5307160
20180801,2018-08-01,26.3,26.8,26,26.3,25.4331,3487790
20180802,2018-08-02,26,26.2,25.3,26.2,25.3364,3523250
20180803,2018-08-03,26.6,26.7,26.3,26.55,25.6749,2585620
20180806,2018-08-06,26.6,27.6,26.05,26.85,25.965,3262290
20180807,2018-08-07,26.3,27.7,26.3,27.45,26.5452,3707270
20180808,2018-08-08,27.5,29.2,27.5,29.2,28.2375,4507240
20180809,2018-08-09,29.5,29.8,28.8,28.85,27.899,3444030
20180810,2018-08-10,28.6,29.9,28.5,29.9,28.9144,4423770
20180813,2018-08-13,29.7,30.85,29.6,30.5,29.4947,3670180
20180814,2018-08-14,30.5,30.65,29.9,30,29.0111,2187220
20180815,2018-08-15,30.5,30.7,28.6,29.3,28.3342,4946070
20180816,2018-08-16,28.95,30.05,28,30,29.0111,5017400
20180817,2018-08-17,30.6,31.7,30.1,31.1,30.0749,4664800
20180820,2018-08-20,31,31.8,30.8,31.4,30.365,3573200
20180821,2018-08-21,31,33,31,33,31.9123,4070460
20180822,2018-08-22,33.2,33.7,32.4,32.5,31.4287,4346680
20180823,2018-08-23,32.7,33.5,32.2,33.05,31.9606,3335590
20180824,2018-08-24,32.6,33.55,32.6,33.4,32.2991,2775350
20180827,2018-08-27,33.7,34.1,33.45,34,32.8793,2541980
20180828,2018-08-28,34.3,34.3,33.3,33.7,32.5892,2582530
20180829,2018-08-29,33.7,34.1,33.55,33.65,32.5408,2319810
20180830,2018-08-30,33.6,34.9,33.5,34.9,33.7496,3286300
20180831,2018-08-31,34.8,35,34.3,34.4,33.2661,2336200
20180904,2018-09-04,34,34,32.2,32.5,31.4287,4088990
20180905,2018-09-05,32.2,33.35,32.15,33.1,32.009,3283340
20180906,2018-09-06,33.1,33.2,32.4,32.75,31.6705,1923190
20180907,2018-09-07,32.5,34.15,32.5,33.9,32.7826,3171020
20180910,2018-09-10,33.8,34.5,33.5,34,32.8793,3078830
20180911,2018-09-11,34,35.4,33.9,35.3,34.1364,4371130
20180912,2018-09-12,35.5,35.6,34.75,34.75,33.6046,2528070
20180913,2018-09-13,35.2,35.5,34.5,35,33.8463,2984670
20180914,2018-09-14,35.3,35.5,34.7,34.85,33.7013,1656240
20180917,2018-09-17,34.7,35.1,34.2,34.2,33.0727,2164200
20180918,2018-09-18,33.8,35.3,33.5,35.25,34.0881,4127500
20180919,2018-09-19,35.5,35.95,35.2,35.3,34.1364,2943070
20180920,2018-09-20,35.3,35.75,34.85,35.5,34.3298,2304800
20180921,2018-09-21,35.7,35.75,34.65,35.3,34.1364,4631020
20180924,2018-09-24,35.3,35.6,34.85,34.9,33.7496,2423940
20180925,2018-09-25,34.75,35.6,34.6,35,33.8463,1820120
20180926,2018-09-26,34.95,35.45,34.9,34.9,33.7496,1956500
20180927,2018-09-27,35,35.05,34.65,34.65,33.5079,2074090
20180928,2018-09-28,34.9,35.65,34.7,35.2,34.0397,2822910
20181001,2018-10-01,35.2,35.5,34.6,34.75,33.6046,1733190
20181002,2018-10-02,34.8,36.4,34.5,36.2,35.0068,5199330
20181003,2018-10-03,36.3,36.75,36.2,36.65,35.4419,2361360
20181004,2018-10-04,36.7,36.8,36.3,36.75,35.5386,1879790
20181005,2018-10-05,36.4,36.6,35.5,35.5,34.3298,2834960
20181008,2018-10-08,35.2,36.2,34.9,36,34.8134,3268360
20181009,2018-10-09,36.1,36.5,35.8,36.1,34.9101,1270140
20181010,2018-10-10,36.2,36.2,35.2,35.35,34.1848,2080020
20181011,2018-10-11,33.1,34.3,32.9,32.9,31.8155,6573500
20181012,2018-10-12,33,34.15,32,33.8,32.6859,2660970
20181015,2018-10-15,34,34,32.6,32.6,31.5254,1199560
20181016,2018-10-16,32.6,33.5,32.6,33.5,32.3958,1574440
20181017,2018-10-17,34,34.8,33.95,34.6,33.4595,2870340
20181018,2018-10-18,34.4,35.15,33.8,34.6,33.4595,3352560
20181019,2018-10-19,34,34.75,33.8,34.6,33.4595,2010830
20181022,2018-10-22,35,35.45,34.7,35,33.8463,3643590
20181023,2018-10-23,34.8,35.2,33.5,34.9,33.7496,3648830
20181024,2018-10-24,34.9,35,32.6,32.6,31.5254,2230710
20181025,2018-10-25,30.35,32,30.35,31.2,30.1716,4592300
20181026,2018-10-26,32,32.3,30.6,30.6,29.5914,1877950
20181029,2018-10-29,30.5,30.8,28.8,28.9,27.9474,2482950
20181030,2018-10-30,28.5,29.7,27.6,27.6,26.6902,3140410
20181031,2018-10-31,28.5,29.5,28.2,29.5,28.5276,1670350
20181101,2018-11-01,31.45,31.5,30.3,30.35,29.3496,2974110
20181102,2018-11-02,31,32.45,30.8,32.45,31.3804,3469490
20181105,2018-11-05,32,32.8,31.6,32.8,31.7188,1732340
20181106,2018-11-06,33,33.15,31.85,32,30.9452,1834970
20181107,2018-11-07,32,32.85,31.9,32.45,31.3804,2117240
20181108,2018-11-08,33.5,33.5,32.4,32.45,31.3804,1728670
20181109,2018-11-09,32.2,32.5,31.65,31.7,30.6551,1790150
20181112,2018-11-12,31.1,32.45,31.1,32.2,31.1386,1332890
20181113,2018-11-13,31.3,31.75,31,31,29.9782,2054350
20181114,2018-11-14,31,31.5,30,30,29.0111,1511410
20181115,2018-11-15,30,31.8,29.9,31,29.9782,1574190
20181116,2018-11-16,31.5,32.45,31.5,32.2,31.1386,2339880
20181119,2018-11-19,32.2,32.55,32,32.2,31.1386,1520580
20181120,2018-11-20,31.45,32,31.45,31.7,30.6551,1301980
20181121,2018-11-21,31.2,32.2,31.15,32,30.9452,1747970
20181122,2018-11-22,32.2,32.45,31.8,31.85,30.8002,1866110
20181123,2018-11-23,31.8,32.1,31.6,31.7,30.6551,1340870
20181126,2018-11-26,31.4,31.95,31.4,31.65,30.6068,790910
20181127,2018-11-27,31.9,32,31,31.45,30.4133,1382030
20181128,2018-11-28,31.45,31.65,31.3,31.55,30.51,764130
20181129,2018-11-29,31.55,32,31.25,31.25,30.2199,2480990
20181130,2018-11-30,30.6,31.8,30.6,31.4,30.365,2611400
20181203,2018-12-03,32,33.55,31.8,33.55,32.4441,3464870
20181204,2018-12-04,33.55,34.1,33.2,33.4,32.2991,2374250
20181205,2018-12-05,33,34.05,32.8,33.85,32.7342,2574670
20181206,2018-12-06,33.7,33.85,33.2,33.7,32.5892,1984110
